sample_idx,k,y_dataset_randseed,att_eval_seed
350,3,290.2669982910156,289.248
351,2,328.7929992675781,349.642
352,4,258.2879943847656,266.768
354,2,305.3699951171875,308.384
356,1,299.1090087890625,311.937
357,1,323.2720031738281,303.74
359,1,322.8599853515625,309.908
360,3,299.72698974609375,295.318
361,1,317.29901123046875,310.273
362,1,295.99798583984375,298.399
363,3,307.7749938964844,303.276
365,1,320.6820068359375,311.104
366,4,307.1470031738281,291.832
367,4,289.72601318359375,283.826
368,1,321.9649963378906,310.89
369,1,313.3340148925781,310.89
370,1,311.2980041503906,315.812
371,2,256.6390075683594,295.617
372,2,303.6260070800781,322.584
373,1,305.3590087890625,315.812
374,3,316.49200439453125,316.912
375,3,303.7640075683594,315.812
376,2,306.2650146484375,308.292
377,4,301.4630126953125,298.79
378,3,354.9100036621094,348.124
380,2,310.656005859375,315.812
381,3,326.7749938964844,319.59
382,3,340.1499938964844,341.657
383,1,296.552001953125,286.702
384,2,314.30999755859375,302.028
385,4,314.2699890136719,301.824
386,4,307.56201171875,308.499
387,1,303.97100830078125,315.812
388,4,259.1369934082031,279.142
389,3,301.48199462890625,295.236
390,4,298.53900146484375,299.68
391,3,277.4320068359375,268.465
392,3,294.8179931640625,296.673
393,1,323.4930114746094,341.586
394,2,292.33099365234375,288.283
395,3,290.6910095214844,291.805
396,4,322.260009765625,321.402
397,3,306.3840026855469,300.434
398,2,300.3890075683594,307.786
399,3,294.4100036621094,294.309
401,1,311.3840026855469,295.127
403,4,326.41400146484375,329.522
404,3,323.9330139160156,319.295
406,4,280.12799072265625,293.154
407,3,324.0889892578125,303.913
408,4,311.77099609375,312.328
411,3,288.3869934082031,314.631
413,1,301.0830078125,295.318
414,1,315.06298828125,311.937
415,1,316.29998779296875,310.89
416,1,337.8479919433594,306.479
417,4,292.85101318359375,295.36
418,2,303.6780090332031,317.077
419,3,308.68798828125,295.155
420,2,306.5539855957031,310.996
421,3,287.1759948730469,287.999
422,4,281.8590087890625,269.636
424,4,292.1549987792969,284.277
426,4,318.60101318359375,307.433
427,4,316.87200927734375,306.237
428,3,328.6679992675781,329.603
430,1,320.88299560546875,309.073
431,1,315.77801513671875,311.104
432,1,299.98699951171875,315.812
433,2,305.73699951171875,299.278
434,2,303.60699462890625,308.384
435,1,324.27801513671875,341.586
