sample_idx,k,y_dataset_randseed,att_eval_seed
670,4,611.8993530273438,644.456
671,6,643.82666015625,637.2353333333333
672,7,623.0293579101562,644.456
673,2,601.7633056640625,644.456
674,9,631.0993041992188,644.456
675,9,624.3920288085938,644.456
676,5,607.443359375,644.456
677,7,614.455322265625,644.456
678,5,620.6746826171875,644.456
679,8,630.9453125,644.456
680,9,596.3953247070312,644.456
681,4,673.6793212890625,644.456
682,5,629.1946411132812,644.456
684,2,601.1726684570312,644.456
685,1,620.2479858398438,644.456
686,4,645.5453491210938,644.456
687,9,594.43798828125,644.456
688,6,596.7826538085938,644.456
689,7,612.5513305664062,644.456
691,5,662.9586791992188,644.456
692,3,603.0213623046875,644.456
693,7,581.108642578125,644.456
694,1,679.5999755859375,644.456
695,4,592.95068359375,644.456
696,4,574.9306640625,644.456
698,9,643.2000122070312,680.7613333333334
699,4,608.71533203125,644.456
700,6,622.8646850585938,635.532
701,6,655.6873168945312,621.0706666666666
702,2,625.5833129882812,644.456
703,6,615.8406372070312,604.3986666666667
704,8,618.63134765625,644.456
705,3,604.6886596679688,644.456
706,3,613.2433471679688,644.456
707,1,647.210693359375,644.456
708,4,642.86865234375,644.456
709,3,609.413330078125,644.456
710,1,612.5553588867188,644.456
711,7,590.5053100585938,644.456
712,3,560.2239990234375,644.456
713,4,602.0053100585938,644.456
714,2,601.7486572265625,644.456
715,8,601.2360229492188,644.456
716,2,681.8753051757812,644.456
717,5,605.8673095703125,644.456
718,3,643.8759765625,644.456
719,8,604.323974609375,644.456
720,6,585.6199951171875,644.456
721,3,606.8153076171875,644.456
722,7,619.6366577148438,644.456
723,3,595.9979858398438,644.456
724,9,613.5006713867188,636.414
726,4,612.0186767578125,644.456
727,4,617.7333374023438,644.456
728,2,608.2346801757812,644.456
729,2,620.5079956054688,644.456
730,6,718.72265625,8383.770666666667
731,7,557.683349609375,644.456
732,3,637.5186767578125,644.456
733,8,684.5973510742188,644.456
735,9,702.2860107421875,598.9273333333333
736,4,613.4273071289062,644.456
738,4,628.2760009765625,644.456
739,3,635.70263671875,644.456
740,1,594.4459838867188,644.456
741,3,605.0113525390625,644.456
742,7,597.1619873046875,644.456
743,5,639.7559814453125,644.456
744,3,588.6093139648438,644.456
745,1,624.9173583984375,644.456
746,3,587.7266845703125,644.456
747,3,609.1253051757812,644.456
748,4,618.14599609375,644.456
749,6,630.29931640625,644.456
750,9,616.0326538085938,644.456
751,4,592.8060302734375,644.456
752,9,626.3280029296875,644.456
753,3,612.7340087890625,644.456
754,1,587.7086791992188,644.456
755,2,633.1073608398438,644.456
756,9,555.4293212890625,644.456
757,2,581.6840209960938,644.456
758,4,691.1959838867188,644.456
759,6,597.90869140625,644.456
760,5,598.97998046875,644.456
761,5,641.3466796875,644.456
762,5,650.754638671875,654.844
763,2,610.5440063476562,644.456
764,7,603.38134765625,644.456
765,9,596.9686889648438,644.456
767,6,616.3186645507812,644.456
768,9,645.7000122070312,644.456
769,6,632.468017578125,663.628
770,5,592.1873168945312,644.456
771,2,690.5886840820312,644.456
772,1,616.6853637695312,644.456
773,7,603.9446411132812,644.456
775,8,654.4806518554688,644.456
776,7,625.24267578125,644.456
777,9,630.4966430664062,670.1993333333334
778,5,605.58935546875,644.456
