instance,arm,run_seed,sol_id,att_default,sumo_seed,att
J_k9_6od_x1.0,mutation,0,S020,374.48,109,393.09066666666666
J_k9_6od_x1.0,mutation,0,S020,374.48,110,374.78
J_k9_6od_x1.0,mutation,1,S021,374.48,101,378.6413333333333
J_k9_6od_x1.0,mutation,1,S021,374.48,102,388.076
J_k9_6od_x1.0,mutation,1,S021,374.48,103,578.764
J_k9_6od_x1.0,mutation,1,S021,374.48,104,412.538
J_k9_6od_x1.0,mutation,1,S021,374.48,105,379.5606666666667
J_k9_6od_x1.0,mutation,1,S021,374.48,106,374.27666666666664
J_k9_6od_x1.0,mutation,1,S021,374.48,107,558.106
J_k9_6od_x1.0,mutation,1,S021,374.48,108,612.7153333333333
J_k9_6od_x1.0,mutation,1,S021,374.48,109,393.09066666666666
J_k9_6od_x1.0,mutation,1,S021,374.48,110,374.78
J_k9_6od_x1.0,mutation,2,S022,372.484,101,417.12333333333333
J_k9_6od_x1.0,mutation,2,S022,372.484,102,372.80066666666664
J_k9_6od_x1.0,mutation,2,S022,372.484,103,374.874
J_k9_6od_x1.0,mutation,2,S022,372.484,104,388.98466666666667
J_k9_6od_x1.0,mutation,2,S022,372.484,105,368.162
J_k9_6od_x1.0,mutation,2,S022,372.484,106,366.1286666666667
J_k9_6od_x1.0,mutation,2,S022,372.484,107,394.3426666666667
J_k9_6od_x1.0,mutation,2,S022,372.484,108,436.712
J_k9_6od_x1.0,mutation,2,S022,372.484,109,365.52
J_k9_6od_x1.0,mutation,2,S022,372.484,110,371.714
J_k9_6od_x1.0,mutation,3,S023,361.248,101,346.114
J_k9_6od_x1.0,mutation,3,S023,361.248,102,352.9193333333333
J_k9_6od_x1.0,mutation,3,S023,361.248,103,342.314
J_k9_6od_x1.0,mutation,3,S023,361.248,104,349.428
J_k9_6od_x1.0,mutation,3,S023,361.248,105,366.3786666666667
J_k9_6od_x1.0,mutation,3,S023,361.248,106,351.08866666666665
J_k9_6od_x1.0,mutation,3,S023,361.248,107,368.00666666666666
J_k9_6od_x1.0,mutation,3,S023,361.248,108,346.8793333333333
J_k9_6od_x1.0,mutation,3,S023,361.248,109,349.35133333333334
J_k9_6od_x1.0,mutation,3,S023,361.248,110,394.158
J_k9_6od_x1.0,mutation,4,S024,373.832,101,346.114
J_k9_6od_x1.0,mutation,4,S024,373.832,102,352.9193333333333
J_k9_6od_x1.0,mutation,4,S024,373.832,103,342.314
J_k9_6od_x1.0,mutation,4,S024,373.832,104,349.428
J_k9_6od_x1.0,mutation,4,S024,373.832,105,366.3786666666667
J_k9_6od_x1.0,mutation,4,S024,373.832,106,351.08866666666665
J_k9_6od_x1.0,mutation,4,S024,373.832,107,352.1673333333333
J_k9_6od_x1.0,mutation,4,S024,373.832,108,346.8793333333333
J_k9_6od_x1.0,mutation,4,S024,373.832,109,349.35133333333334
J_k9_6od_x1.0,mutation,4,S024,373.832,110,394.158
J_k9_6od_x1.0,mutation,5,S025,373.832,101,346.114
J_k9_6od_x1.0,mutation,5,S025,373.832,102,352.9193333333333
J_k9_6od_x1.0,mutation,5,S025,373.832,103,342.314
J_k9_6od_x1.0,mutation,5,S025,373.832,104,349.428
J_k9_6od_x1.0,mutation,5,S025,373.832,105,366.3786666666667
J_k9_6od_x1.0,mutation,5,S025,373.832,106,351.08866666666665
J_k9_6od_x1.0,mutation,5,S025,373.832,107,352.1673333333333
J_k9_6od_x1.0,mutation,5,S025,373.832,108,346.8793333333333
J_k9_6od_x1.0,mutation,5,S025,373.832,109,349.35133333333334
J_k9_6od_x1.0,mutation,5,S025,373.832,110,394.158
J_k9_6od_x1.0,mutation,6,S026,373.832,101,346.114
J_k9_6od_x1.0,mutation,6,S026,373.832,102,352.9193333333333
J_k9_6od_x1.0,mutation,6,S026,373.832,103,342.314
J_k9_6od_x1.0,mutation,6,S026,373.832,104,349.428
J_k9_6od_x1.0,mutation,6,S026,373.832,105,366.3786666666667
J_k9_6od_x1.0,mutation,6,S026,373.832,106,351.08866666666665
