instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_1od_x1.0,none,5,S0008,267.71,201,282.939
A_k4_1od_x1.0,none,5,S0008,267.71,202,267.384
A_k4_1od_x1.0,none,5,S0008,267.71,203,270.379
A_k4_1od_x1.0,none,5,S0008,267.71,204,267.414
A_k4_1od_x1.0,none,5,S0008,267.71,205,271.664
A_k4_1od_x1.0,none,6,S0002,268.257,201,298.814
A_k4_1od_x1.0,none,6,S0002,268.257,202,269.929
A_k4_1od_x1.0,none,6,S0002,268.257,203,281.113
A_k4_1od_x1.0,none,6,S0002,268.257,204,292.868
A_k4_1od_x1.0,none,6,S0002,268.257,205,280.52
A_k4_1od_x1.0,none,7,S0009,272.302,201,274.385
A_k4_1od_x1.0,none,7,S0009,272.302,202,269.682
A_k4_1od_x1.0,none,7,S0009,272.302,203,280.931
A_k4_1od_x1.0,none,7,S0009,272.302,204,270.124
A_k4_1od_x1.0,none,7,S0009,272.302,205,273.906
